step,kart1_X,kart1_Y,kart1_direction,kart1_speed,DrivingMode,GameMode,getFrame,current_checkpoint,surface,lap,reward,total_reward
103,704,1088,0,0,6,2,388,35,74,127,-1.0,-38.0
104,704,1088,0,0,6,2,389,35,74,127,-1.0,-39.0
105,704,1088,0,0,6,2,390,35,74,127,-1.0,-40.0
106,704,1088,0,0,6,2,391,35,74,127,-1.0,-41.0
107,704,1088,0,0,6,2,392,35,74,127,-1.0,-42.0
108,704,1088,0,0,6,2,393,35,74,127,-1.0,-43.0
109,704,1088,0,0,6,2,394,35,74,127,-1.0,-44.0
110,704,1088,0,0,6,2,395,35,74,127,-1.0,-45.0
111,704,1088,0,0,6,2,396,35,74,127,-1.0,-46.0
112,704,1088,0,0,6,2,397,35,74,127,-1.0,-47.0
113,704,1088,0,0,6,2,398,35,74,127,-1.0,-48.0
114,704,1088,0,0,6,2,399,35,74,127,-1.0,-49.0
115,704,1088,0,0,6,2,400,35,74,127,-1.0,-50.0
116,704,1088,0,0,6,2,401,35,74,127,-1.0,-51.0
117,704,1088,0,0,6,2,402,35,74,127,-1.0,-52.0
118,704,1088,0,0,6,2,403,35,74,127,-1.0,-53.0
119,704,1088,0,0,6,2,404,35,74,127,-1.0,-54.0
120,704,1088,0,0,6,2,405,35,74,127,-1.0,-55.0
121,704,1088,0,0,6,2,406,35,74,127,-1.0,-56.0
122,704,1088,0,0,6,2,407,35,74,127,-1.0,-57.0
123,704,1088,0,0,6,2,408,35,74,127,-1.0,-58.0
124,704,1088,0,0,6,2,409,35,74,127,-1.0,-59.0
125,704,1088,0,0,6,2,410,35,74,127,-1.0,-60.0
126,704,1088,0,0,6,2,411,35,74,127,-1.0,-61.0
127,704,1088,0,0,6,2,412,35,74,127,-1.0,-62.0
128,704,1088,0,0,6,2,413,35,74,127,-1.0,-63.0
129,704,1088,0,0,6,2,414,35,74,127,-1.0,-64.0
130,704,1088,0,0,6,2,415,35,74,127,-1.0,-65.0
131,704,1088,0,0,6,2,416,35,74,127,-1.0,-66.0
132,704,1088,0,0,6,2,417,35,74,127,-1.0,-67.0
133,704,1088,0,0,6,2,418,35,74,127,-1.0,-68.0
134,704,1088,0,0,6,2,419,35,74,127,-1.0,-69.0
135,704,1088,0,0,6,2,420,35,74,127,-1.0,-70.0
136,704,1088,0,0,6,2,421,35,74,127,-1.0,-71.0
137,704,1088,0,0,6,2,422,35,74,127,-1.0,-72.0
138,704,1088,0,0,6,2,423,35,74,127,-1.0,-73.0
139,704,1088,0,0,6,2,424,35,74,127,-1.0,-74.0
140,704,1088,0,0,6,2,425,35,74,127,-1.0,-75.0
141,704,1088,0,0,6,2,426,35,74,127,-1.0,-76.0
142,704,1088,0,0,6,2,427,35,74,127,-1.0,-77.0
143,704,1088,0,0,6,2,428,35,74,127,-1.0,-78.0
144,704,1088,0,0,6,2,429,35,74,127,-1.0,-79.0
145,704,1088,0,0,6,2,430,35,74,127,-1.0,-80.0
146,704,1088,0,0,6,2,431,35,74,127,-1.0,-81.0
147,704,1088,0,0,6,2,432,35,74,127,-1.0,-82.0
148,704,1088,0,0,6,2,433,35,74,127,-1.0,-83.0
149,704,1088,0,0,6,2,434,35,74,127,-1.0,-84.0
150,704,1088,0,0,6,2,435,35,74,127,-1.0,-85.0
151,704,1088,0,0,6,2,436,35,74,127,-1.0,-86.0
152,704,1088,0,0,6,2,437,35,74,127,-1.0,-87.0
153,704,1088,0,0,6,2,438,35,74,127,-1.0,-88.0
154,704,1088,0,0,6,2,439,35,74,127,-1.0,-89.0
155,704,1088,0,0,6,2,440,35,74,127,-1.0,-90.0
156,704,1088,0,0,6,2,441,35,74,127,-1.0,-91.0
157,704,1088,0,0,6,2,442,35,74,127,-1.0,-92.0
158,704,1088,0,0,6,2,443,35,74,127,-1.0,-93.0
159,704,1088,0,0,6,2,444,35,74,127,-1.0,-94.0
160,704,1088,0,0,6,2,445,35,74,127,-1.0,-95.0
161,704,1088,0,0,6,2,446,35,74,127,-1.0,-96.0
162,704,1088,0,0,6,2,447,35,74,127,-1.0,-97.0
163,704,1088,0,0,6,2,448,35,74,127,-1.0,-98.0
164,704,1088,0,0,6,2,449,35,74,127,-1.0,-99.0
165,704,1088,0,0,6,2,450,35,74,127,-1.0,-100.0
166,704,1088,0,0,6,2,451,35,74,127,-1.0,-101.0
167,704,1088,0,0,6,2,452,35,74,127,-1.0,-102.0
168,704,1088,0,0,6,2,453,35,74,127,-1.0,-103.0
169,704,1088,0,0,6,2,454,35,74,127,-1.0,-104.0
170,704,1088,0,0,6,2,455,35,74,127,-1.0,-105.0
171,704,1088,0,0,6,2,456,35,74,127,-1.0,-106.0
172,704,1088,0,0,6,2,457,35,74,127,-1.0,-107.0
173,704,1088,0,0,6,2,458,35,74,127,-1.0,-108.0
174,704,1088,0,0,6,2,459,35,74,127,-1.0,-109.0
175,704,1088,0,0,6,2,460,35,74,127,-1.0,-110.0
176,704,1088,0,0,6,2,461,35,74,127,-1.0,-111.0
177,704,1088,0,0,6,2,462,35,74,127,-1.0,-112.0
178,704,1088,0,0,6,2,463,35,74,127,-1.0,-113.0
179,704,1088,0,0,6,2,464,35,74,127,-1.0,-114.0
180,704,1088,0,0,6,2,465,35,74,127,-1.0,-115.0
181,704,1088,0,0,6,2,466,35,74,127,-1.0,-116.0
182,704,1088,0,0,6,2,467,35,74,127,-1.0,-117.0
183,704,1088,0,0,6,2,468,35,74,127,-1.0,-118.0
184,704,1088,0,0,6,2,469,35,74,127,-1.0,-119.0
185,704,1088,0,0,6,2,470,35,74,127,-1.0,-120.0
186,704,1088,0,0,6,2,471,35,74,127,-1.0,-121.0
187,704,1088,0,0,6,2,472,35,74,127,-1.0,-122.0
188,704,1088,0,0,6,2,473,35,74,127,-1.0,-123.0
189,704,1088,0,0,6,2,474,35,74,127,-1.0,-124.0
190,704,1088,0,0,6,2,475,35,74,127,-1.0,-125.0
191,704,1088,0,0,6,2,476,35,74,127,-1.0,-126.0
192,704,1088,0,0,6,2,477,35,74,127,-1.0,-127.0
193,704,1088,0,0,6,2,478,35,74,127,-1.0,-128.0
194,704,1088,0,0,6,2,479,35,74,127,-1.0,-129.0
195,704,1088,0,0,6,2,480,35,74,127,-1.0,-130.0
196,704,1088,0,0,6,2,481,35,74,127,-1.0,-131.0
197,704,1088,0,0,6,2,482,35,74,127,-1.0,-132.0
198,704,1088,0,0,6,2,483,35,74,127,-1.0,-133.0
199,704,1088,0,0,6,2,484,35,74,127,-1.0,-134.0
200,704,1088,0,0,6,2,485,35,74,127,-1.0,-135.0
201,704,1088,0,0,6,2,486,35,74,127,-1.0,-136.0
202,704,1088,0,0,6,2,487,35,74,127,-1.0,-137.0
203,704,1088,0,0,6,2,488,35,74,127,-1.0,-138.0
204,704,1088,0,0,6,2,489,35,74,127,-1.0,-139.0
205,704,1088,0,0,6,2,490,35,74,127,-1.0,-140.0
206,704,1088,0,0,6,2,491,35,74,127,-1.0,-141.0
207,704,1088,0,0,6,2,492,35,74,127,-1.0,-142.0
208,704,1088,0,0,6,2,493,35,74,127,-1.0,-143.0
209,704,1088,0,0,6,2,494,35,74,127,-1.0,-144.0
210,704,1088,0,0,6,2,495,35,74,127,-1.0,-145.0
211,704,1088,0,0,6,2,496,35,74,127,-1.0,-146.0
212,704,1088,0,0,6,2,497,35,74,127,-1.0,-147.0
213,704,1088,0,0,6,2,498,35,74,127,-1.0,-148.0
214,704,1088,0,0,6,2,499,35,74,127,-1.0,-149.0
215,704,1088,0,0,6,2,500,35,74,127,-1.0,-150.0
216,704,1088,0,0,6,2,501,35,74,127,-1.0,-151.0
217,704,1088,0,0,6,2,502,35,74,127,-1.0,-152.0
218,704,1088,0,0,6,2,503,35,74,127,-1.0,-153.0
219,704,1088,0,0,6,2,504,35,74,127,-1.0,-154.0
220,704,1088,0,0,6,2,505,35,74,127,-1.0,-155.0
221,704,1088,0,0,6,2,506,35,74,127,-1.0,-156.0
222,704,1088,0,0,6,2,507,35,74,127,-1.0,-157.0
223,704,1088,0,0,6,2,508,35,74,127,-1.0,-158.0
224,704,1088,0,0,6,2,509,35,74,127,-1.0,-159.0
225,704,1088,0,0,6,2,510,35,74,127,-1.0,-160.0
226,704,1088,0,0,6,2,511,35,74,127,-1.0,-161.0
227,704,1088,0,0,6,2,512,35,74,127,-1.0,-162.0
228,704,1088,0,0,6,2,513,35,74,127,-1.0,-163.0
229,704,1088,0,0,6,2,514,35,74,127,-1.0,-164.0
230,704,1088,0,0,6,2,515,35,74,127,-1.0,-165.0
231,704,1088,0,0,6,2,516,35,74,127,-1.0,-166.0
232,704,1088,0,0,6,2,517,35,74,127,-1.0,-167.0
233,704,1088,0,0,6,2,518,35,74,127,-1.0,-168.0
234,704,1088,0,0,6,2,519,35,74,127,-1.0,-169.0
235,704,1088,0,0,6,2,520,35,74,127,-1.0,-170.0
236,704,1088,0,0,6,2,521,35,74,127,-1.0,-171.0
237,704,1088,0,0,6,2,522,35,74,127,-1.0,-172.0
238,704,1088,0,0,6,2,523,35,74,127,-1.0,-173.0
239,704,1088,0,0,6,2,524,35,74,127,-1.0,-174.0
240,704,1088,0,0,6,2,525,35,74,127,-1.0,-175.0
241,704,1088,0,0,6,2,526,35,74,127,-1.0,-176.0
242,704,1088,0,0,6,2,527,35,74,127,-1.0,-177.0
243,704,1088,0,0,6,2,528,35,74,127,-1.0,-178.0
244,704,1088,0,0,6,2,529,35,74,127,-1.0,-179.0
245,704,1088,0,0,6,2,530,35,74,127,-1.0,-180.0
246,704,1088,0,0,6,2,531,35,74,127,-1.0,-181.0
247,704,1088,0,0,6,2,532,35,74,127,-1.0,-182.0
248,704,1088,0,0,6,2,533,35,74,127,-1.0,-183.0
249,704,1088,0,0,6,2,534,35,74,127,-1.0,-184.0
250,704,1088,0,0,6,2,535,35,74,127,-1.0,-185.0
251,704,1088,0,0,6,2,536,35,74,127,-1.0,-186.0
252,704,1088,0,0,6,2,537,35,74,127,-1.0,-187.0
253,704,1088,0,0,6,2,538,35,74,127,-1.0,-188.0
254,704,1088,0,0,6,2,539,35,74,127,-1.0,-189.0
255,704,1088,0,0,6,2,540,35,74,127,-1.0,-190.0
256,704,1088,0,0,6,2,541,35,74,127,-1.0,-191.0
257,704,1088,0,0,6,2,542,35,74,127,-1.0,-192.0
258,704,1088,0,0,6,2,543,35,74,127,-1.0,-193.0
259,704,1088,0,0,6,2,544,35,74,127,-1.0,-194.0
260,704,1088,0,0,6,2,545,35,74,127,-1.0,-195.0
261,704,1088,0,0,6,2,546,35,74,127,-1.0,-196.0
262,704,1088,0,0,6,2,547,35,74,127,-1.0,-197.0
263,704,1088,0,0,6,2,548,35,74,127,-1.0,-198.0
264,704,1088,0,0,6,2,549,35,74,127,-1.0,-199.0
265,704,1088,0,0,6,2,550,35,74,127,-1.0,-200.0
266,704,1088,0,0,6,2,551,35,74,127,-1.0,-201.0
267,704,1088,0,0,6,2,552,35,74,127,-1.0,-202.0
268,704,1088,0,0,6,2,553,35,74,127,-1.0,-203.0
269,704,1088,0,0,6,2,554,35,74,127,-1.0,-204.0
270,704,1088,0,0,6,2,555,35,74,127,-1.0,-205.0
271,704,1088,0,0,6,2,556,35,74,127,-1.0,-206.0
272,704,1088,0,0,6,2,557,35,74,127,-1.0,-207.0
273,704,1088,0,0,6,2,558,35,74,127,-1.0,-208.0
274,704,1088,0,0,6,2,559,35,74,127,-1.0,-209.0
275,704,1088,0,0,6,2,560,35,74,127,-1.0,-210.0
276,704,1088,0,0,6,2,561,35,74,127,-1.0,-211.0
277,704,1088,0,0,6,2,562,35,74,127,-1.0,-212.0
278,704,1088,0,0,6,2,563,35,74,127,-1.0,-213.0
279,704,1088,0,0,6,2,564,35,74,127,-1.0,-214.0
280,704,1088,0,0,6,2,565,35,74,127,-1.0,-215.0
281,704,1088,0,0,6,2,566,35,74,127,-1.0,-216.0
282,704,1088,0,0,6,2,567,35,74,127,-1.0,-217.0
283,704,1088,0,0,6,2,568,35,74,127,-1.0,-218.0
284,704,1088,0,0,6,2,569,35,74,127,-1.0,-219.0
285,704,1088,0,0,6,2,570,35,74,127,-1.0,-220.0
286,704,1088,0,0,6,2,571,35,74,127,-1.0,-221.0
287,704,1088,0,0,6,2,572,35,74,127,-1.0,-222.0
288,704,1088,0,0,6,2,573,35,74,127,-1.0,-223.0
289,704,1088,0,0,6,2,574,35,74,127,-1.0,-224.0
290,704,1088,0,0,6,2,575,35,74,127,-1.0,-225.0
291,704,1088,0,0,6,2,576,35,74,127,-1.0,-226.0
292,704,1088,0,0,6,2,577,35,74,127,-1.0,-227.0
293,704,1088,0,0,6,2,578,35,74,127,-1.0,-228.0
294,704,1088,0,0,6,2,579,35,74,127,-1.0,-229.0
295,704,1088,0,0,6,2,580,35,74,127,-1.0,-230.0
296,704,1088,0,0,6,2,581,35,74,127,-1.0,-231.0
297,704,1088,0,0,6,2,582,35,74,127,-1.0,-232.0
298,704,1088,0,0,6,2,583,35,74,127,-1.0,-233.0
299,704,1088,0,0,6,2,584,35,74,127,-1.0,-234.0
300,704,1088,0,0,6,2,585,35,74,127,-1.0,-235.0
301,704,1088,0,0,6,2,586,35,74,127,-1.0,-236.0
302,704,1088,0,0,6,2,587,35,74,127,-1.0,-237.0
303,704,1088,0,0,6,2,588,35,74,127,-1.0,-238.0
304,704,1088,0,0,6,2,589,35,74,127,-1.0,-239.0
305,704,1088,0,0,6,2,590,35,74,127,-1.0,-240.0
306,704,1088,0,0,6,2,591,35,74,127,-1.0,-241.0
307,704,1088,0,0,6,2,592,35,74,127,-1.0,-242.0
308,704,1088,0,0,6,2,593,35,74,127,-1.0,-243.0
309,704,1088,0,0,6,2,594,35,74,127,-1.0,-244.0
310,704,1088,0,0,6,2,595,35,74,127,-1.0,-245.0
311,704,1088,0,0,6,2,596,35,74,127,-1.0,-246.0
312,704,1088,0,0,6,2,597,35,74,127,-1.0,-247.0
313,704,1088,0,0,6,2,598,35,74,127,-1.0,-248.0
314,704,1088,0,0,6,2,599,35,74,127,-1.0,-249.0
315,704,1088,0,0,6,2,600,35,74,127,-1.0,-250.0
316,704,1088,0,0,6,2,601,35,74,127,-1.0,-251.0
317,704,1088,0,0,6,2,602,35,74,127,-1.0,-252.0
318,704,1088,0,0,6,2,603,35,74,127,-1.0,-253.0
319,704,1088,0,0,6,2,604,35,74,127,-1.0,-254.0
320,704,1088,0,0,6,2,605,35,74,127,-1.0,-255.0
321,704,1088,0,0,6,2,606,35,74,127,-1.0,-256.0
322,704,1088,0,0,6,2,607,35,74,127,-1.0,-257.0
323,704,1088,0,0,6,2,608,35,74,127,-1.0,-258.0
324,704,1088,0,0,6,2,609,35,74,127,-1.0,-259.0
325,704,1088,0,0,6,2,610,35,74,127,-1.0,-260.0
326,704,1088,0,0,6,2,611,35,74,127,-1.0,-261.0
327,704,1088,0,0,6,2,612,35,74,127,-1.0,-262.0
328,704,1088,0,0,6,2,613,35,74,127,-1.0,-263.0
329,704,1088,0,0,6,2,614,35,74,127,-1.0,-264.0
330,704,1088,0,0,6,2,615,35,74,127,-1.0,-265.0
331,704,1088,0,0,6,2,616,35,74,127,-1.0,-266.0
332,704,1088,0,0,6,2,617,35,74,127,-1.0,-267.0
333,704,1088,0,0,6,2,618,35,74,127,-1.0,-268.0
334,704,1088,0,0,6,2,619,35,74,127,-1.0,-269.0
335,704,1088,0,0,6,2,620,35,74,127,-1.0,-270.0
336,704,1088,0,0,6,2,621,35,74,127,-1.0,-271.0
337,704,1088,0,0,6,2,622,35,74,127,-1.0,-272.0
338,704,1088,0,0,6,2,623,35,74,127,-1.0,-273.0
339,704,1088,0,0,6,2,624,35,74,127,-1.0,-274.0
340,704,1088,0,0,6,2,625,35,74,127,-1.0,-275.0
341,704,1088,0,0,6,2,626,35,74,127,-1.0,-276.0
342,704,1088,0,0,6,2,627,35,74,127,-1.0,-277.0
343,704,1088,0,0,6,2,628,35,74,127,-1.0,-278.0
344,704,1088,0,0,6,2,629,35,74,127,-1.0,-279.0
345,704,1088,0,0,6,2,630,35,74,127,-1.0,-280.0
346,704,1088,0,0,6,2,631,35,74,127,-1.0,-281.0
347,704,1088,0,0,6,2,632,35,74,127,-1.0,-282.0
348,704,1088,0,0,6,2,633,35,74,127,-1.0,-283.0
349,704,1088,0,0,6,2,634,35,74,127,-1.0,-284.0
350,704,1088,0,0,6,2,635,35,74,127,-1.0,-285.0
351,704,1088,0,0,6,2,636,35,74,127,-1.0,-286.0
352,704,1088,0,0,6,2,637,35,74,127,-1.0,-287.0
353,704,1088,0,0,6,2,638,35,74,127,-1.0,-288.0
354,704,1088,0,0,6,2,639,35,74,127,-1.0,-289.0
355,704,1088,0,0,6,2,640,35,74,127,-1.0,-290.0
356,704,1088,0,0,6,2,641,35,74,127,-1.0,-291.0
357,704,1088,0,0,6,2,642,35,74,127,-1.0,-292.0
358,704,1088,0,0,6,2,643,35,74,127,-1.0,-293.0
359,704,1088,0,0,6,2,644,35,74,127,-1.0,-294.0
360,704,1088,0,0,6,2,645,35,74,127,-1.0,-295.0
361,704,1088,0,0,6,2,646,35,74,127,-1.0,-296.0
362,704,1088,0,0,6,2,647,35,74,127,-1.0,-297.0
363,704,1088,0,0,6,2,648,35,74,127,-1.0,-298.0
364,704,1088,0,0,6,2,649,35,74,127,-1.0,-299.0
365,704,1088,0,0,6,2,650,35,74,127,-1.0,-300.0
366,704,1088,0,0,6,2,651,35,74,127,-1.0,-301.0
367,704,1088,0,0,6,2,652,35,74,127,-1.0,-302.0
368,704,1088,0,0,6,2,653,35,74,127,-1.0,-303.0
369,704,1088,0,0,6,2,654,35,74,127,-1.0,-304.0
370,704,1088,0,0,6,2,655,35,74,127,-1.0,-305.0
371,704,1088,0,0,6,2,656,35,74,127,-1.0,-306.0
372,704,1088,0,0,6,2,657,35,74,127,-1.0,-307.0
373,704,1088,0,0,6,2,658,35,74,127,-1.0,-308.0
374,704,1088,0,0,6,2,659,35,74,127,-1.0,-309.0
375,704,1088,0,0,6,2,660,35,74,127,-1.0,-310.0
376,704,1088,0,0,6,2,661,35,74,127,-1.0,-311.0
377,704,1088,0,0,6,2,662,35,74,127,-1.0,-312.0
378,704,1088,0,0,6,2,663,35,74,127,-1.0,-313.0
379,704,1088,0,0,6,2,664,35,74,127,-1.0,-314.0
380,704,1088,0,0,6,2,665,35,74,127,-1.0,-315.0
381,704,1088,0,0,6,2,666,35,74,127,-1.0,-316.0
382,704,1088,0,0,6,2,667,35,74,127,-1.0,-317.0
383,704,1088,0,0,6,2,668,35,74,127,-1.0,-318.0
384,704,1088,0,0,6,2,669,35,74,127,-1.0,-319.0
385,704,1088,0,0,6,2,670,35,74,127,-1.0,-320.0
386,704,1088,0,0,6,2,671,35,74,127,-1.0,-321.0
387,704,1088,0,0,6,2,672,35,74,127,-1.0,-322.0
388,704,1088,0,0,6,2,673,35,74,127,-1.0,-323.0
389,704,1088,0,0,6,2,674,35,74,127,-1.0,-324.0
390,704,1088,0,0,6,2,675,35,74,127,-1.0,-325.0
391,704,1088,0,0,6,2,676,35,74,127,-1.0,-326.0
392,704,1088,0,0,6,2,677,35,74,127,-1.0,-327.0
393,704,1088,0,0,6,2,678,35,74,127,-1.0,-328.0
394,704,1088,0,0,6,2,679,35,74,127,-1.0,-329.0
395,704,1088,0,0,6,2,680,35,74,127,-1.0,-330.0
396,704,1088,0,0,6,2,681,35,74,127,-1.0,-331.0
397,704,1088,0,0,6,2,682,35,74,127,-1.0,-332.0
398,704,1088,0,0,6,2,683,35,74,127,-1.0,-333.0
399,704,1088,0,0,6,2,684,35,74,127,-1.0,-334.0
400,704,1088,0,0,6,2,685,35,74,127,-1.0,-335.0
401,704,1088,0,0,6,2,686,35,74,127,-1.0,-336.0
402,704,1088,0,0,6,2,687,35,74,127,-1.0,-337.0
403,704,1088,0,0,6,2,688,35,74,127,-1.0,-338.0
404,704,1088,0,0,6,2,689,35,74,127,-1.0,-339.0
405,704,1088,0,0,6,2,690,35,74,127,-1.0,-340.0
406,704,1088,0,0,6,2,691,35,74,127,-1.0,-341.0
407,704,1088,0,0,6,2,692,35,74,127,-1.0,-342.0
408,704,1088,0,0,6,2,693,35,74,127,-1.0,-343.0
409,704,1088,0,0,6,2,694,35,74,127,-1.0,-344.0
410,704,1088,0,0,6,2,695,35,74,127,-1.0,-345.0
411,704,1088,0,0,6,2,696,35,74,127,-1.0,-346.0
412,704,1088,0,0,6,2,697,35,74,127,-1.0,-347.0
413,704,1088,0,0,6,2,698,35,74,127,-1.0,-348.0
414,704,1088,0,0,6,2,699,35,74,127,-1.0,-349.0
415,704,1088,0,0,6,2,700,35,74,127,-1.0,-350.0
416,704,1088,0,0,6,2,701,35,74,127,-1.0,-351.0
417,704,1088,0,0,6,2,702,35,74,127,-1.0,-352.0
418,704,1088,0,0,6,2,703,35,74,127,-1.0,-353.0
419,704,1088,0,0,6,2,704,35,74,127,-1.0,-354.0
420,704,1088,0,0,6,2,705,35,74,127,-1.0,-355.0
421,704,1088,0,0,6,2,706,35,74,127,-1.0,-356.0
422,704,1088,0,0,6,2,707,35,74,127,-1.0,-357.0
423,704,1088,0,0,6,2,708,35,74,127,-1.0,-358.0
